,active,cc.y,color,data.properties.date_end,data.properties.date_start,data.properties.name,data.properties.simil,data.type,hover,id,label,read_cam0:size,renderer1:size,selected,size,source,target,type
9,False,,#d48a60,,,Owner,,is officer of,False,68571,Owner,2,5.16688762283,,1,464828,226781,curvedArrow
10,False,,#d48a60,,,Owner,,is officer of,False,68574,Owner,2,5.16688762283,,1,417090,226781,
11,False,2.0,#d48a60,,,Shareholder,,is officer of,False,450557,Shareholder,2,5.16688762283,,1,464828,190927,curvedArrow
12,False,2.0,#d48a60,,,Shareholder,,is officer of,False,602503,Shareholder,2,5.16688762283,,1,464828,226781,curvedArrow
13,False,,#d48a60,,,Beneficiay,,is officer of,False,53073,Beneficiay,2,5.16688762283,,1,651507,181835,
14,False,,#d48a60,,,Owner,,is officer of,False,68572,Owner,2,5.16688762283,,1,417090,181835,curvedArrow
15,False,,#baaba3,,,,,registered address,False,329304,registered address,2,5.16688762283,,1,651507,667158,
16,False,2.0,#d48a60,,,Shareholder,,is officer of,False,583235,Shareholder,2,5.16688762283,,1,417090,181835,curvedArrow
17,False,,#d48a60,,,Owner,,is officer of,False,68573,Owner,2,5.16688762283,,1,417090,190927,
18,False,,#baaba3,,,,,registered address,False,869678,registered address,2,5.16688762283,,1,417090,525319,
19,False,,#d48a60,,,Beneficiay,,is officer of,False,51088,Beneficiay,2,5.16688762283,,1,652036,226781,
20,False,,#d48a60,,,Power of Attorney,,is officer of,False,68492,Power of Attorney,2,5.16688762283,,1,464829,190927,curvedArrow
21,False,,#d48a60,,,Power of Attorney / Shareholder,,is officer of,False,68494,Power of Attorney / Shareholder,2,5.16688762283,,1,464829,226781,curvedArrow
22,False,,#baaba3,,,,,registered address,False,241640,registered address,2,5.16688762283,,1,464829,535279,
23,False,,#baaba3,,,,,registered address,False,327779,registered address,2,5.16688762283,,1,652036,535279,
24,False,2.0,#d48a60,,,Shareholder,,is officer of,False,450561,Shareholder,2,5.16688762283,,1,464829,190927,curvedArrow
25,False,2.0,#d48a60,,,Shareholder,,is officer of,False,602504,Shareholder,2,5.16688762283,,1,464829,226781,curvedArrow
26,False,,#d48a60,,,,1.0,has similar name and address as,False,841342,has similar name and address as,2,5.16688762283,,1,464829,652036,
27,False,,#d48a60,,,Shareholder,,is officer of,False,450558,Shareholder,2,5.16688762283,,1,464824,190927,
28,False,,#d48a60,,,Shareholder,,is officer of,False,450559,Shareholder,2,5.16688762283,,1,464827,190927,
29,False,,#d48a60,,,Shareholder,,is officer of,False,450560,Shareholder,2,5.16688762283,,1,464826,190927,
30,False,,#d48a60,,,Shareholder,,is officer of,False,450562,Shareholder,2,5.16688762283,,1,464825,190927,
31,,,#d48a60,,,Shareholder,,is officer of,False,602505,Shareholder,2,5.16688762283,,1,465036,226781,
32,,,#d48a60,,,Shareholder,,is officer of,False,602506,Shareholder,2,5.16688762283,,1,465033,226781,
33,,,#d48a60,,,Shareholder,,is officer of,False,602507,Shareholder,2,5.16688762283,,1,465035,226781,
34,,,#d48a60,,,Shareholder,,is officer of,False,602508,Shareholder,2,5.16688762283,,1,465034,226781,
0,,,#d48a60,,,Shareholder,,is officer of,False,27500,Shareholder,2,12.6191468896,,1,389453,13923,
1,,,#d48a60,,,Shareholder,,is officer of,False,27501,Shareholder,2,12.6191468896,,1,389454,13923,curvedArrow
2,,2.0,#d48a60,,,Shareholder,,is officer of,,68523,Shareholder,2,12.6191468896,,1,389454,13923,curvedArrow
3,,,#baaba3,,,,,registered address,False,256070,registered address,2,12.6191468896,,1,389454,537152,
4,,,#8a6960,,,,,registered,False,737655,registered,2,12.6191468896,,1,581038,13923,
5,,,#baaba3,,,,,registered address,,830115,registered address,2,12.6191468896,,1,389453,553679,
0,False,,#8a6960,,,,,registered,False,745062,registered,2,5.95821114819,,1,587362,177696,
1,False,,#8a6960,,,,,registered,False,748119,registered,2,5.95821114819,,1,587362,249058,
2,False,,#8a6960,,,,,registered,False,749010,registered,2,5.95821114819,,1,587362,97508,
3,False,,#8a6960,,,,,registered,False,753768,registered,2,5.95821114819,,1,587362,265251,
4,False,,#8a6960,,,,,registered,False,755353,registered,2,5.95821114819,,1,587362,74678,
5,False,,#8a6960,,,,,registered,False,755541,registered,2,5.95821114819,,1,587362,167964,
6,False,,#8a6960,,,,,registered,False,757307,registered,2,5.95821114819,,1,587362,148374,
7,False,,#8a6960,,,,,registered,False,757818,registered,2,5.95821114819,,1,587362,238872,
8,False,,#8a6960,,,,,registered,False,768505,registered,2,5.95821114819,,1,587362,3562,
9,False,,#8a6960,,,,,registered,False,771616,registered,2,5.95821114819,,1,587362,47850,
10,False,,#8a6960,,,,,registered,False,772031,registered,2,5.95821114819,,1,587362,5603,
11,False,,#8a6960,,,,,registered,False,772453,registered,2,5.95821114819,,1,587362,52240,
12,False,,#8a6960,,,,,registered,False,773266,registered,2,5.95821114819,,1,587362,200179,
13,False,,#8a6960,,,,,registered,False,779394,registered,2,5.95821114819,,1,587362,205152,
14,False,,#8a6960,,,,,registered,False,814060,registered,2,5.95821114819,,1,587362,153699,
15,False,,#d48a60,,,Beneficiay,,is officer of,False,61100,Beneficiay,2,5.95821114819,,1,661272,249058,
16,False,,#d48a60,,,Beneficiay,,is officer of,False,53058,Beneficiay,2,5.95821114819,,1,651505,265251,
17,False,,#d48a60,,,Beneficiay,,is officer of,False,53060,Beneficiay,2,5.95821114819,,1,651505,74678,
18,False,,#d48a60,,,Beneficiay,,is officer of,False,53057,Beneficiay,2,5.95821114819,,1,651505,97508,
19,False,,#d48a60,,,Beneficiay,,is officer of,False,53061,Beneficiay,2,5.95821114819,,1,651505,167964,
20,False,,#d48a60,,,Beneficiay,,is officer of,False,53059,Beneficiay,2,5.95821114819,,1,651505,177696,
21,False,,#d48a60,,,Beneficiay,,is officer of,,53056,Beneficiay,2,5.95821114819,,1,651505,238872,
22,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68462,Beneficial Owner,2,5.95821114819,,1,410006,265251,
23,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68463,Beneficial Owner,2,5.95821114819,,1,410006,74678,curvedArrow
24,False,2.0,#d48a60,,,Shareholder,,is officer of,False,580391,Shareholder,2,5.95821114819,,1,410006,74678,curvedArrow
25,False,,#d48a60,,,Beneficial Owner,,is officer of,,68460,Beneficial Owner,2,5.95821114819,,1,410006,97508,
26,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68461,Beneficial Owner,2,5.95821114819,,1,410006,249058,
27,False,,#d48a60,,,Beneficial Owner,,is officer of,,68459,Beneficial Owner,2,5.95821114819,,1,410006,177696,
28,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68464,Beneficial Owner,2,5.95821114819,,1,410006,167964,
29,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68468,Beneficial Owner,2,5.95821114819,,1,410006,52240,
30,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68465,Beneficial Owner,2,5.95821114819,,1,410006,238872,
31,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68467,Beneficial Owner,2,5.95821114819,,1,410006,47850,
32,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68469,Beneficial Owner,2,5.95821114819,,1,410006,153699,
33,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68470,Beneficial Owner,2,5.95821114819,,1,410006,205152,
34,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68466,Beneficial Owner,2,5.95821114819,,1,410006,3562,
35,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68474,Beneficial Owner,2,5.95821114819,,1,407761,265251,
36,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68475,Beneficial Owner,2,5.95821114819,,1,407761,74678,
37,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68472,Beneficial Owner,2,5.95821114819,,1,407761,97508,
38,False,,#d48a60,,,Shareholder,,is officer of,False,390692,Shareholder,2,5.95821114819,,1,407761,249058,curvedArrow
39,False,2.0,#d48a60,,,Beneficial Owner,,is officer of,False,68473,Beneficial Owner,2,5.95821114819,,1,407761,249058,curvedArrow
40,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68471,Beneficial Owner,2,5.95821114819,,1,407761,177696,
41,False,,#d48a60,,,Beneficial Owner,,is officer of,,68476,Beneficial Owner,2,5.95821114819,,1,407761,167964,
42,False,,#d48a60,,,Beneficial Owner,,is officer of,,68480,Beneficial Owner,2,5.95821114819,,1,407761,52240,
43,False,,#d48a60,,,Beneficial Owner,,is officer of,,68477,Beneficial Owner,2,5.95821114819,,1,407761,238872,
44,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68479,Beneficial Owner,2,5.95821114819,,1,407761,47850,
45,False,,#d48a60,,,Beneficial Owner,,is officer of,,68481,Beneficial Owner,2,5.95821114819,,1,407761,153699,
46,False,,#d48a60,,,Beneficial Owner,,is officer of,False,68482,Beneficial Owner,2,5.95821114819,,1,407761,205152,
47,False,,#d48a60,,,Beneficial Owner,,is officer of,,68478,Beneficial Owner,2,5.95821114819,,1,407761,3562,
0,,,#8a6960,,,,,registered,False,729464,registered,2,12.6191468896,,1,585287,193820,
1,,,#d48a60,13/07/2013,15/07/2010,Power of attorney,,is officer of,False,69525,Power of attorney,2,12.6191468896,,1,667758,193820,
2,,,#d48a60,,,Shareholder,,is officer of,False,845339,Shareholder,2,12.6191468896,,1,460599,193820,
3,,,#d48a60,,,Shareholder,,is officer of,False,845340,Shareholder,2,12.6191468896,,1,460600,193820,
0,False,,#baaba3,,,,,registered address,False,240066,registered address,2,12.6191468896,,1,295053,575916,
1,False,,#8a6960,,,,,registered,False,787796,registered,2,12.6191468896,,1,590963,148166,
2,False,,#d48a60,,,Shareholder,,is officer of,False,460279,Shareholder,2,12.6191468896,,1,295053,148166,
0,False,,#8a6960,,,,,registered,False,611930,registered,2,12.6191468896,,1,590714,39358,
1,,,#d48a60,,08/08/1974,Director,,is officer of,False,69448,Director,2,12.6191468896,,1,667729,39358,curvedArrow
2,,2.0,#d48a60,,08/08/1974,President,,is officer of,,69449,President,2,12.6191468896,,1,667729,39358,curvedArrow
0,False,,#8a6960,,,,,registered,False,617702,registered,2,12.6191468896,,1,588376,215525,
1,,,#d48a60,,14/12/1999,Director,,is officer of,False,69458,Director,2,12.6191468896,,1,667735,215525,curvedArrow
2,,2.0,#d48a60,,14/12/1999,Secretary,,is officer of,False,69459,Secretary,2,12.6191468896,,1,667735,215525,curvedArrow
